buying_high	buying_med	buying_vhigh	buying_low	maint_high	maint_med	maint_vhigh	maint_low	doors_5more	doors_3	doors_2	doors_4	persons_2	persons_4	persons_more	lug_boot_small	lug_boot_med	lug_boot_big	safety_high	safety_med	safety_low	class_acc	class_unacc	class_good	class_vgood	fake_class
0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1
0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1
